sales_sk,transaction_id,customer_sk,product_sk,promotion_sk,date_sk,transaction_date,quantity,unit_price,discount_applied
1374,9980808,2916,,815,20220719,2022-07-19,2,528.14,0.01
1385,9980819,2788,,138,20230823,2023-08-23,6,680.37,0.11
1386,9980820,2639,,197,20221130,2022-11-30,1,663.85,0.03
1390,9980824,2880,,390,20231128,2023-11-28,8,513.74,0.34
1402,9980836,2523,,151,,,1,766.96,0
1422,9980856,3061,780,794,20221127,2022-11-27,2,865.89,0.45
1424,9980858,2726,,683,20230721,2023-07-21,3,206.79,0.37
1466,9980900,2203,,180,20230504,2023-05-04,2,377.1,0.17
1479,9980913,2512,,342,20230614,2023-06-14,4,0,0.22
1501,9980935,2208,,36,20230413,2023-04-13,1,548.78,0.09
1514,9980948,2361,,506,20231104,2023-11-04,2,555.25,0.37
1543,9980977,3133,,257,20221016,2022-10-16,4,572.6,0.1
1561,9980995,3114,,77,20230501,2023-05-01,9,261.29,0.44
1574,9981008,2278,,299,20230517,2023-05-17,9,109.87,0.16
1578,9981012,3111,,426,20220519,2022-05-19,8,300.1,0.27
1594,9981028,2241,,3,20231007,2023-10-07,4,984.06,0.01
1609,9981043,2581,,35,20220801,2022-08-01,4,680.88,0.35
1616,9981050,2838,,235,20231014,2023-10-14,8,382.75,0.09
1630,9981064,2995,,502,20220425,2022-04-25,8,504.55,0.31
1645,9981079,2604,,849,,,6,513.24,0.05
1683,9981117,2565,,669,20230701,2023-07-01,10,491.69,0
1707,9981141,2680,,648,20230322,2023-03-22,2,282.52,0.23
1720,9981154,3019,936,250,20221128,2022-11-28,5,89.42,0.06
1723,9981157,2474,,207,20230530,2023-05-30,7,273.3,0.06
1748,9981182,2593,,316,20220218,2022-02-18,6,357.8,0.42
1760,9981194,2818,,497,20230601,2023-06-01,3,225.5,0.06
1773,9981207,2600,,25,20230813,2023-08-13,3,9.78,0
1807,9981241,2692,,718,20230929,2023-09-29,1,258.08,0.32
1814,9981248,2446,405,564,20220427,2022-04-27,4,0,0.39
1820,9981254,2477,,119,20221125,2022-11-25,7,0,0.07
1826,9981260,2837,,472,20230321,2023-03-21,7,292.32,0.03
1835,9981269,3001,,81,20230826,2023-08-26,3,833.11,0.47
1857,9981291,2182,,849,20221022,2022-10-22,7,856.99,0.31
1862,9981296,2608,,630,20221007,2022-10-07,8,110.41,0.03
1875,9981309,3039,,104,20220223,2022-02-23,10,488.29,0.22
1879,9981313,2288,,149,20230622,2023-06-22,10,937.03,0.38
1931,9981365,2509,,130,20230313,2023-03-13,6,709.58,0.36
1957,9981391,2919,,23,20220912,2022-09-12,6,662.41,0.22
1977,9981411,2761,,263,20231204,2023-12-04,6,762.72,0.09
1983,9981417,2636,,589,20220717,2022-07-17,9,32.66,0.06
1991,9981425,2435,,472,,,10,420.01,0.2
1998,9981432,2375,,447,20230322,2023-03-22,5,181.43,0.16
1,1001298,2911,,721,20230916,2023-09-16,6,745.57,0.09
10,1058504,3107,,635,20220406,2022-04-06,6,517.7,0.26
20,11898,3041,648,315,20200518,2020-05-18,7,458.85,0.2
30,126411,2476,454,793,20200316,2020-03-16,9,530.11,0.23
32,126617,2460,863,199,20201007,2020-10-07,7,655.27,0.41
37,134128,2453,651,129,20211216,2021-12-16,6,113.69,0.42
40,1369842,2501,,864,20221029,2022-10-29,1,285.09,0.12
74,17591,2360,266,243,20210524,2021-05-24,1,122.65,0.02
79,176994,2163,783,90,20210718,2021-07-18,9,384.25,0.34
92,1911991,2195,,204,20230715,2023-07-15,1,789.38,0.37
129,22730,2516,734,718,20210609,2021-06-09,3,782.33,0.18
130,2294298,2605,,64,20230114,2023-01-14,1,223.89,0.17
140,237227,2185,130,187,20210211,2021-02-11,8,816.23,0.41
185,275586,2311,793,98,20200909,2020-09-09,9,509.28,0.27
186,276102,2411,270,349,20210406,2021-04-06,4,528.2,0.34
187,276103,2176,246,476,20210126,2021-01-26,3,875.65,0.39
205,293578,2371,383,160,20201206,2020-12-06,9,421.95,0.18
213,3020654,2366,,440,20220921,2022-09-21,7,649.32,0.42
222,308907,2393,792,543,20210901,2021-09-01,2,387.97,0.04
224,309031,2164,784,671,20210525,2021-05-25,9,427.34,0.15
245,328716,2181,719,86,20211030,2021-10-30,5,173.8,0.25
258,3455033,2881,,372,20230731,2023-07-31,3,44.57,0.18
263,3491387,2807,,87,20230503,2023-05-03,3,259.98,0.23
269,3534094,2329,,356,20231119,2023-11-19,5,354,0.08
270,353965,2542,713,561,20211014,2021-10-14,4,67.87,0.07
278,3650210,2221,,136,20220930,2022-09-30,2,796.53,0.02
289,375263,2223,132,602,20210309,2021-03-09,5,445.5,0.1
296,3797060,2909,,44,20220304,2022-03-04,10,471.15,0.05
304,384922,2357,334,413,20210721,2021-07-21,9,364.87,0.31
307,387201,2587,146,666,20210803,2021-08-03,9,778.85,0.46
309,389043,2260,134,562,20201227,2020-12-27,7,822.97,0.15
311,391241,2333,925,295,20200819,2020-08-19,3,924.59,0.32
312,392269,2252,258,774,20210308,2021-03-08,1,81.23,0.2
334,412050,2563,673,551,20210323,2021-03-23,1,529.87,0.34
342,418395,2510,597,180,20201107,2020-11-07,6,956.62,0.23
387,46323,2515,936,696,20200607,2020-06-07,8,599.3,0.21
391,4658489,2515,,483,20231114,2023-11-14,1,481.57,0.25
400,4732606,2738,,561,20221206,2022-12-06,4,399.65,0.03
421,494383,2513,459,154,20210812,2021-08-12,5,25.38,0.38
465,524926,2381,386,667,20200715,2020-07-15,6,593.8,0.33
485,541376,2434,857,525,20210222,2021-02-22,4,725.22,0.35
493,5499822,2992,,507,20221018,2022-10-18,5,897.13,0.12
501,5544107,3114,,461,20230317,2023-03-17,9,19.52,0.2
520,5654424,2491,,661,20230916,2023-09-16,9,664.26,0.33
555,5937093,2768,,666,20221227,2022-12-27,1,600.69,0.21
564,598338,2355,265,796,20210627,2021-06-27,1,67.91,0.49
567,6002332,2965,,389,20221028,2022-10-28,10,717.79,0.49
574,607037,2465,931,650,20200124,2020-01-24,2,632.39,0.05
599,6273360,2335,,440,20220920,2022-09-20,4,644.39,0.33
648,6749750,2438,,195,20230116,2023-01-16,8,327.46,0.3
650,676826,2609,983,755,20210820,2021-08-20,4,646.55,0.18
656,684408,2585,82,571,20200704,2020-07-04,2,150.55,0.31
686,707622,2202,7,553,20210304,2021-03-04,1,326.04,0.37
688,7095809,3055,,486,20220118,2022-01-18,10,662.99,0.39
697,7194411,3085,,549,20230430,2023-04-30,10,566.36,0.05
712,729121,2225,919,313,20200811,2020-08-11,5,653.95,0.01
745,761887,2344,795,767,20210311,2021-03-11,3,832.43,0.32
762,7738803,2408,,733,20221213,2022-12-13,5,79.72,0.26
787,8052301,2236,,806,20230629,2023-06-29,5,310.15,0.12
810,826251,2720,322,507,20210629,2021-06-29,1,328,0.44
829,841332,2686,984,192,20200913,2020-09-13,6,293.39,0.14
833,8449314,2653,,745,20220923,2022-09-23,5,261.29,0.27
866,8739016,2194,,541,20220318,2022-03-18,4,290.14,0.14
869,8753477,2758,,72,20221013,2022-10-13,8,788.3,0.42
890,8969635,2815,,59,20230723,2023-07-23,5,999.57,0.07
893,8986502,2576,,22,20220509,2022-05-09,3,368.19,0.48
920,922073,2330,924,531,20210130,2021-01-30,7,758.04,0.22
930,9297138,2892,78,751,20231226,2023-12-26,10,439.11,0.42
956,95154,2514,935,11,20201224,2020-12-24,7,822.7,0.43
972,974720,2331,366,657,20200208,2020-02-08,2,687.35,0.04
1001,9980435,2896,,855,20220118,2022-01-18,5,260.56,0.12
1013,9980447,2377,,525,20221207,2022-12-07,4,994.43,0.25
1035,9980469,2439,,138,20220114,2022-01-14,9,587.13,0.06
1040,9980474,2346,,54,20231204,2023-12-04,5,177.64,0.12
1058,9980492,2646,,182,20230710,2023-07-10,3,900.08,0.46
1077,9980511,2981,,827,20220708,2022-07-08,6,770.34,0
1090,9980524,2466,,221,20230806,2023-08-06,2,695.78,0.47
1094,9980528,2881,,640,,,10,462.7,0.3
1142,9980576,2188,,604,20220513,2022-05-13,8,47.88,0.31
1143,9980577,2230,,842,20221101,2022-11-01,9,188.33,0.17
1147,9980581,2827,,605,20220429,2022-04-29,4,5.81,0.12
1160,9980594,2375,,649,20220202,2022-02-02,9,953.55,0.28
1202,9980636,2435,,266,20220116,2022-01-16,2,971.28,0.05
1221,9980655,2784,,201,20220424,2022-04-24,6,336.45,0.09
1235,9980669,2753,,421,20220407,2022-04-07,1,0,0.28
1256,9980690,2989,,669,,,2,137.87,0.45
1266,9980700,2166,,309,20230325,2023-03-25,8,617,0.27
1302,9980736,2578,,167,20220729,2022-07-29,10,0,0.07
1311,9980745,2504,732,70,20231030,2023-10-30,9,0,0
1356,9980790,2672,,772,20221116,2022-11-16,4,899.08,0.09
1370,9980804,2568,,791,20230427,2023-04-27,3,563.15,0.45
1391,9980825,2898,,387,20230601,2023-06-01,9,185.07,0.26
1400,9980834,2448,,186,,,7,703.34,0.41
1404,9980838,2932,,569,20220825,2022-08-25,2,399.63,0.01
1415,9980849,2616,,611,20221020,2022-10-20,5,674.8,0
1443,9980877,2743,,237,20230914,2023-09-14,2,316.65,0.4
1487,9980921,2712,,763,,,9,16.61,0.2
1540,9980974,2374,,402,20230524,2023-05-24,1,620.34,0.2
1542,9980976,2996,,594,20220917,2022-09-17,5,206.94,0.45
1552,9980986,2317,,731,20220121,2022-01-21,9,261.73,0.27
1556,9980990,2728,,163,20221115,2022-11-15,6,401.1,0.34
1557,9980991,2179,,581,20221024,2022-10-24,2,455.74,0.21
1560,9980994,2591,,82,20220905,2022-09-05,5,673.63,0.32
1591,9981025,2999,712,376,20220815,2022-08-15,8,293.49,0.09
1599,9981033,2877,,31,20221014,2022-10-14,1,629.08,0.22
1600,9981034,2658,,401,20220308,2022-03-08,8,849.17,0.32
1606,9981040,2451,,559,20221007,2022-10-07,1,285.9,0.44
1624,9981058,2258,,230,20220419,2022-04-19,6,103.07,0.1
1680,9981114,2460,,101,20220416,2022-04-16,6,281.06,0.08
1685,9981119,2678,,279,20220917,2022-09-17,9,419.98,0.1
1696,9981130,2346,,598,20230116,2023-01-16,9,248.77,0.26
1710,9981144,2857,,95,20231002,2023-10-02,8,631.26,0.02
1714,9981148,2466,,106,20221217,2022-12-17,3,317.67,0.45
1756,9981190,3071,,630,20230630,2023-06-30,8,64.97,0.41
1770,9981204,2433,,773,20220625,2022-06-25,4,455.48,0
1785,9981219,2917,,457,20230211,2023-02-11,10,131.06,0
1792,9981226,2694,,590,20231018,2023-10-18,6,994.46,0.48
1796,9981230,2434,,412,20220502,2022-05-02,9,881.6,0.41
1803,9981237,3012,,270,20230315,2023-03-15,10,521.99,0.12
1805,9981239,2161,,725,20220703,2022-07-03,10,553.46,0.28
1845,9981279,2669,,226,20230907,2023-09-07,10,586.11,0.48
1846,9981280,2166,,731,20231124,2023-11-24,8,659.14,0.19
1858,9981292,3104,,615,20221205,2022-12-05,1,894.33,0.14
1887,9981321,2507,,403,20230901,2023-09-01,7,919.09,0.04
1900,9981334,2874,,177,20230127,2023-01-27,2,370.71,0.35
1979,9981413,2709,,799,20230129,2023-01-29,9,130.73,0.28
1995,9981429,2398,,824,20230121,2023-01-21,2,589.57,0.43
19,118539,2267,516,342,20201030,2020-10-30,6,214.76,0.05
28,1243501,2556,,500,20220402,2022-04-02,7,916.33,0.13
51,1450901,2942,,363,20220804,2022-08-04,3,385.84,0.27
58,155620,2919,505,245,20211112,2021-11-12,5,875.72,0.3
62,1621120,2261,,184,,,5,502.33,0.08
70,174688,2550,1007,537,20201105,2020-11-05,6,252.1,0.46
95,192373,2388,670,209,20201222,2020-12-22,1,389.48,0.33
106,207902,2201,254,281,20210402,2021-04-02,7,81.6,0.3
142,237697,3141,325,607,20210712,2021-07-12,3,463.11,0.49
149,2468654,2493,,645,20230330,2023-03-30,1,797.6,0
165,2592688,2294,,650,20230303,2023-03-03,2,643.61,0.07
207,296958,2432,594,456,20200122,2020-01-22,9,869.53,0.1
218,30595,2389,858,771,20210422,2021-04-22,4,199.78,0.27
221,307058,2196,327,698,20200605,2020-06-05,9,987.76,0.1
226,3116941,2850,,72,20231224,2023-12-24,7,375.61,0.3
235,3191725,2619,,784,20230602,2023-06-02,4,492.34,0
249,3312656,3134,,385,20220806,2022-08-06,4,525.83,0.46
253,3411452,2210,,761,20230820,2023-08-20,9,856.55,0.22
255,3430348,2268,,405,20230314,2023-03-14,6,0,0.2
291,375829,2523,735,320,20201001,2020-10-01,6,361.99,0.19
295,379041,2319,1000,389,20201031,2020-10-31,5,424.69,0.37
327,4079850,2904,,754,20221116,2022-11-16,10,774.26,0.38
356,432055,2492,868,507,20210730,2021-07-30,2,727.23,0.32
364,4386633,2311,,101,20231213,2023-12-13,6,780.41,0.14
393,46889,2115,718,809,20200416,2020-04-16,8,963.53,0.36
396,470629,2320,574,856,20200525,2020-05-25,7,951.92,0.43
464,5238980,2201,,20,20230903,2023-09-03,6,724.56,0.5
476,530534,2420,650,295,20200508,2020-05-08,4,728.02,0.02
489,5448623,2439,,249,20220329,2022-03-29,2,632.67,0.31
507,5591569,2914,,524,20230517,2023-05-17,10,465.7,0
524,566610,2438,929,3,20210806,2021-08-06,6,777.04,0.43
525,5667493,2342,,2,20221011,2022-10-11,1,132.04,0.45
541,5789120,2821,,861,20221221,2022-12-21,7,498.14,0.29
552,5921280,2213,,683,20230126,2023-01-26,5,695.54,0.19
566,6000814,3108,,110,20230111,2023-01-11,6,803.28,0.25
576,60868,2558,672,765,20200104,2020-01-04,2,382.03,0.28
592,622830,2204,8,388,20200311,2020-03-11,7,843.12,0.21
607,6333134,2555,,96,20230607,2023-06-07,5,786.88,0.4
635,6632010,2728,,811,20220219,2022-02-19,3,266.32,0.49
652,67888,2543,941,596,20200525,2020-05-25,1,887.9,0.47
691,7122145,2454,,314,20221224,2022-12-24,1,747.57,0.34
705,7262069,2271,,538,20221024,2022-10-24,9,506.86,0.18
742,759134,2186,510,147,20211213,2021-12-13,3,569.78,0.04
774,7892960,2724,,538,20221126,2022-11-26,9,684.72,0
780,795563,3064,915,420,20200221,2020-02-21,8,607.74,0.5
783,800175,2502,531,811,20210428,2021-04-28,4,730.21,0.41
790,808093,2842,437,193,20210104,2021-01-04,7,643.99,0.07
792,8082887,2922,,690,20220301,2022-03-01,5,316.43,0.1
802,8206315,3061,,549,20230202,2023-02-02,5,312.27,0.37
805,8244890,2895,,184,20221108,2022-11-08,9,167.93,0.49
813,82787,2221,661,385,20200604,2020-06-04,6,112.31,0.47
879,8884708,2567,,525,20220331,2022-03-31,2,501.69,0.34
880,8893642,3143,,206,20231123,2023-11-23,5,803.64,0.28
883,8913334,2369,,330,20221229,2022-12-29,10,307.31,0.09
933,931660,2495,530,589,20210131,2021-01-31,2,681.75,0.5
952,949420,2382,447,621,20200704,2020-07-04,6,897,0.2
989,993100,2251,329,603,20200913,2020-09-13,1,286.14,0.14
997,997715,2300,332,656,20210406,2021-04-06,4,719.29,0.15
1003,9980437,3104,,176,20231125,2023-11-25,7,438.35,0.38
1018,9980452,2239,,704,20230517,2023-05-17,5,808.7,0
1026,9980460,2250,,249,20230409,2023-04-09,7,188.74,0.13
1036,9980470,2478,,217,20221107,2022-11-07,4,854.19,0.46
1042,9980476,2611,,738,20230317,2023-03-17,7,558.96,0.47
1049,9980483,2564,,461,20230903,2023-09-03,2,32.82,0.01
1067,9980501,2189,,209,20230607,2023-06-07,6,83.16,0.13
1095,9980529,3084,323,144,20220304,2022-03-04,2,0,0.19
1101,9980535,2587,,55,20231027,2023-10-27,10,828.48,0.08
1116,9980550,2518,455,431,20220831,2022-08-31,8,447.52,0.32
1119,9980553,2809,,769,20230106,2023-01-06,4,430.15,0.29
1128,9980562,2994,,629,20230403,2023-04-03,9,800.58,0.46
1146,9980580,2390,,673,20230301,2023-03-01,7,550.8,0.26
1150,9980584,2977,74,99,,,7,948.81,0.15
1157,9980591,3109,,550,20230324,2023-03-24,4,92.27,0.31
1169,9980603,2961,,410,20230923,2023-09-23,2,767.27,0.23
1170,9980604,2398,,170,20230215,2023-02-15,1,281.75,0.25
1173,9980607,2252,,501,20230331,2023-03-31,4,184.76,0.45
1184,9980618,2619,,475,20230512,2023-05-12,8,515.31,0.02
1226,9980660,2195,,542,20231016,2023-10-16,7,630.8,0.44
1229,9980663,3105,,834,20220903,2022-09-03,3,300.88,0.16
1239,9980673,2993,,238,20231205,2023-12-05,4,30.37,0.49
1261,9980695,2316,327,26,20221016,2022-10-16,4,379.6,0.42
1303,9980737,2751,,267,20221227,2022-12-27,2,524.51,0.17
1312,9980746,2930,,59,20230207,2023-02-07,5,295.21,0.09
1333,9980767,2291,,605,20221122,2022-11-22,10,773.18,0.24
1343,9980777,2959,,137,20221229,2022-12-29,3,412.96,0.33
1360,9980794,3077,,97,20230706,2023-07-06,10,521.91,0.28
1369,9980803,2783,,178,20230303,2023-03-03,5,993.1,0.08
1373,9980807,2656,,732,20230515,2023-05-15,10,481.56,0.35
1378,9980812,2776,,289,20220402,2022-04-02,1,969.87,0.09
1389,9980823,3088,,482,,,6,583.42,0.34
1408,9980842,2570,,712,20220326,2022-03-26,6,501.79,0.11
1418,9980852,2625,,173,20230513,2023-05-13,9,303.09,0.26
1441,9980875,3130,,422,20230513,2023-05-13,10,193.4,0.2
1446,9980880,2974,,119,20221231,2022-12-31,1,639.83,0.05
1453,9980887,2115,,494,20220201,2022-02-01,4,908.34,0.26
1458,9980892,2850,,757,20230621,2023-06-21,9,684.41,0.2
1465,9980899,2784,,546,20220524,2022-05-24,2,524.86,0.21
1484,9980918,2345,,709,20230624,2023-06-24,7,452.38,0.14
1485,9980919,2889,,77,20230911,2023-09-11,9,217.19,0.39
1495,9980929,2234,377,304,20230131,2023-01-31,6,336.22,0.39
1533,9980967,2648,,544,20230725,2023-07-25,4,887.71,0.03
1548,9980982,3063,,687,20230111,2023-01-11,2,184.7,0.03
1549,9980983,3013,,561,20220702,2022-07-02,5,0,0.49
1565,9980999,2619,,735,20230915,2023-09-15,5,618.1,0
1572,9981006,2617,,642,20220701,2022-07-01,6,775.77,0.14
1585,9981019,2634,,491,20231205,2023-12-05,6,627.87,0
1598,9981032,3039,,101,20220118,2022-01-18,4,16.26,0.16
1634,9981068,2451,,612,20230329,2023-03-29,10,959.67,0.34
1652,9981086,2762,,343,20230927,2023-09-27,10,701.72,0.42
1653,9981087,2649,,329,20231030,2023-10-30,10,665.61,0.48
1654,9981088,2713,,609,20230830,2023-08-30,5,971.71,0.23
1657,9981091,2763,,745,20231125,2023-11-25,9,752.31,0.38
1671,9981105,2863,,370,20221121,2022-11-21,7,885.03,0.49
1676,9981110,2771,,112,20230116,2023-01-16,9,724.46,0.29
1678,9981112,2774,,332,20230204,2023-02-04,9,0,0.08
1687,9981121,2169,,302,20220805,2022-08-05,1,542.25,0.25
1689,9981123,2647,,340,20230103,2023-01-03,3,0,0.22
1692,9981126,2678,,549,20220316,2022-03-16,2,60.07,0.3
1709,9981143,2348,,423,20220405,2022-04-05,1,546.14,0.32
1712,9981146,3025,,15,20221105,2022-11-05,4,976.04,0.39
1737,9981171,3046,,85,20220601,2022-06-01,7,574.39,0.13
1763,9981197,2665,,623,20221204,2022-12-04,1,263.22,0.3
1832,9981266,2301,,379,20231115,2023-11-15,6,277.57,0.05
1834,9981268,2365,471,76,20220601,2022-06-01,9,313.29,0.43
1837,9981271,2900,,664,,,10,183.59,0.03
1852,9981286,2364,872,202,,,2,485.86,0.12
1859,9981293,2264,,566,20221112,2022-11-12,5,250.74,0
1896,9981330,2516,,535,20220110,2022-01-10,7,111.59,0.14
1921,9981355,2412,,727,20220504,2022-05-04,10,808.17,0.19
1924,9981358,2701,,302,20231118,2023-11-18,7,424.92,0.44
1926,9981360,2740,,32,20220909,2022-09-09,8,753.03,0.41
1942,9981376,2167,,189,20220914,2022-09-14,1,805.92,0
1944,9981378,2430,,95,20230117,2023-01-17,8,20.48,0.42
1959,9981393,2650,,197,20220825,2022-08-25,1,199.46,0.26
1967,9981401,2771,,290,20220927,2022-09-27,5,401.69,0.49
103,203021,2172,184,154,20201027,2020-10-27,4,718.62,0.1
114,214031,2581,945,368,20210716,2021-07-16,6,232.78,0.32
125,224923,2270,850,108,20200726,2020-07-26,7,829.38,0.41
155,2493688,3036,,283,20220615,2022-06-15,8,937.38,0.13
161,254168,3042,64,133,20200522,2020-05-22,3,908.65,0.09
181,2739854,2466,,91,20220224,2022-02-24,7,783.68,0.17
197,2883423,3007,,622,20221122,2022-11-22,8,866.5,0.11
199,289767,2206,720,613,20211106,2021-11-06,4,212.82,0.32
203,292330,2566,400,653,20200302,2020-03-02,8,995.17,0.06
211,3010144,2280,,163,20220930,2022-09-30,9,115.26,0.39
223,3089648,2668,,567,20230705,2023-07-05,2,409.94,0.13
227,3119991,2930,,587,20230719,2023-07-19,10,154.63,0.32
260,347796,2264,709,506,20211208,2021-12-08,7,817.76,0.32
290,3756297,2238,,797,20230607,2023-06-07,1,0,0.49
300,3827122,2413,,105,20221116,2022-11-16,5,365.1,0.38
302,383871,2334,382,355,20200506,2020-05-06,7,316.94,0.07
331,409589,2241,328,707,20210817,2021-08-17,7,57.44,0.01
340,4171993,2269,,225,20230208,2023-02-08,1,569.5,0.15
349,4223307,2551,593,854,,,2,11.21,0.12
377,4530538,2549,,705,20230509,2023-05-09,5,714.96,0.14
382,45668,2340,667,244,20200823,2020-08-23,9,926.24,0.17
422,4945015,2787,,794,20230708,2023-07-08,5,146.15,0.46
439,503933,2504,458,14,20211004,2021-10-04,4,464.55,0.04
451,5112309,2470,,702,20220128,2022-01-28,4,139.1,0.1
488,5441169,2961,,382,20220228,2022-02-28,3,207.15,0.39
517,564020,2477,455,678,20200205,2020-02-05,8,479.13,0.22
540,577984,2418,391,571,20210227,2021-02-27,4,309.69,0.02
543,5813004,2673,675,690,20230925,2023-09-25,9,0,0.3
554,5934096,2994,,604,20221003,2022-10-03,2,135.55,0.19
578,610251,2454,23,461,20211021,2021-10-21,2,499.4,0.11
591,6227955,2479,,243,20230204,2023-02-04,2,778.53,0.07
593,6232295,3108,,843,20230415,2023-04-15,8,348.74,0.02
597,6269409,3124,,427,20221221,2022-12-21,7,594.59,0
614,640279,2261,515,424,20200417,2020-04-17,2,243.76,0.42
622,6480479,2807,,73,20231006,2023-10-06,6,59.35,0.27
629,655644,2529,736,569,20200411,2020-04-11,8,367.41,0.32
664,694826,2289,724,29,20200205,2020-02-05,7,891.1,0.31
679,7041993,2339,,334,20230713,2023-07-13,2,936.57,0.23
681,7071433,2197,,349,20231121,2023-11-21,10,932.51,0.47
703,7253487,2463,,358,20230126,2023-01-26,8,0,0.38
709,728961,2469,732,595,20201129,2020-11-29,6,653.49,0.36
715,7322889,2616,,172,20230203,2023-02-03,7,361.52,0.3
721,736294,2231,778,639,20210611,2021-06-11,5,390.82,0
722,7392207,2165,,267,,,3,756.94,0.38
724,7420236,2713,,829,20230901,2023-09-01,9,173.52,0.16
728,745652,2354,589,826,20201011,2020-10-11,5,555.02,0.46
738,7556316,3130,,372,20220213,2022-02-13,4,103.2,0.33
756,7687742,2882,,395,20230822,2023-08-22,4,318.81,0.13
785,8014132,2972,,386,20221010,2022-10-10,7,625.32,0.05
786,80236,2864,986,548,20210826,2021-08-26,8,10.18,0.06
798,8180355,2495,,105,20220316,2022-03-16,1,899.82,0.15
845,8501072,2403,,148,20230902,2023-09-02,7,472.85,0.27
861,8644270,2827,,218,20221230,2022-12-30,1,210.15,0.32
863,867397,2459,452,476,20200402,2020-04-02,5,303.11,0.24
867,8740934,3122,,429,20221016,2022-10-16,4,318.89,0.19
885,8920221,3012,,547,20230519,2023-05-19,8,605.58,0.07
922,922548,2326,666,350,20210403,2021-04-03,5,580.52,0.26
923,9226395,2954,,691,20220906,2022-09-06,9,385.17,0.01
950,9486451,2488,,181,20230414,2023-04-14,2,688.12,0.06
955,950662,2220,503,535,20210608,2021-06-08,2,87.71,0.27
958,9557888,2309,,362,20230621,2023-06-21,6,836.99,0.12
960,960295,2533,28,120,20210619,2021-06-19,4,358.82,0.15
962,962402,2479,142,590,20210131,2021-01-31,8,323.97,0.12
1007,9980441,2717,,360,20231025,2023-10-25,8,511.21,0.16
1015,9980449,2104,,205,20230314,2023-03-14,3,69.02,0.05
1068,9980502,2174,,496,20220416,2022-04-16,3,610.76,0.25
1084,9980518,2489,,790,20230221,2023-02-21,6,381.37,0.47
1104,9980538,2853,,356,20231101,2023-11-01,9,552.32,0.09
1106,9980540,2641,,593,20221027,2022-10-27,2,440.48,0.27
1131,9980565,2684,,64,20231117,2023-11-17,6,600.43,0.45
1132,9980566,2172,,17,20230722,2023-07-22,1,891.18,0.45
1144,9980578,2278,,789,20221227,2022-12-27,2,499.42,0.18
1159,9980593,2702,,34,20231012,2023-10-12,7,843.03,0.5
1162,9980596,2208,1004,162,20230119,2023-01-19,3,463.89,0.44
1176,9980610,2547,,602,20230920,2023-09-20,7,770.82,0.35
1185,9980619,3128,,793,20220125,2022-01-25,2,317.32,0.25
1187,9980621,2918,,794,20220118,2022-01-18,4,352.66,0.42
1197,9980631,2450,,678,20230825,2023-08-25,8,453.26,0.37
1207,9980641,3045,,182,20220503,2022-05-03,9,594.48,0.43
1208,9980642,2802,,347,20220610,2022-06-10,8,525.56,0.35
1213,9980647,2217,,436,20221124,2022-11-24,4,67.36,0.45
1227,9980661,2511,,806,20220911,2022-09-11,10,968.19,0.23
1234,9980668,2499,,54,20220525,2022-05-25,9,769.09,0.06
1243,9980677,2362,137,592,,,4,980.48,0.31
1249,9980683,2239,18,296,20231230,2023-12-30,6,998.76,0.43
1253,9980687,2444,,69,20221223,2022-12-23,8,112.53,0.05
1284,9980718,2562,,6,20230718,2023-07-18,4,335.98,0.45
1301,9980735,2299,,489,20220514,2022-05-14,3,358.57,0
1315,9980749,2946,,658,20220513,2022-05-13,9,742.65,0.42
1318,9980752,2658,,348,20230927,2023-09-27,8,47.11,0.34
1326,9980760,2655,,353,,,2,329.78,0.18
1335,9980769,3058,259,161,20220128,2022-01-28,4,400.91,0.45
1349,9980783,2797,,409,20220520,2022-05-20,4,602.57,0.04
1358,9980792,2479,,371,20230621,2023-06-21,7,326.43,0.08
1365,9980799,2815,,175,20220112,2022-01-12,6,824.44,0.06
1372,9980806,2635,,368,20230403,2023-04-03,9,991.88,0.33
1379,9980813,2817,,721,20220617,2022-06-17,5,970.47,0.23
1393,9980827,2719,,734,20220426,2022-04-26,8,250.24,0.23
1403,9980837,2944,,514,20231101,2023-11-01,8,204.99,0.25
1420,9980854,2850,,684,20220122,2022-01-22,4,379.51,0
1430,9980864,3014,,732,20230323,2023-03-23,8,701.85,0.38
1432,9980866,2434,,52,20231221,2023-12-21,1,606.5,0.08
1471,9980905,2927,,598,20230521,2023-05-21,2,234.48,0.02
1503,9980937,2525,,135,20230801,2023-08-01,6,0,0.42
1510,9980944,3092,,78,20221221,2022-12-21,6,199.02,0.14
1515,9980949,2267,,298,20231220,2023-12-20,4,791.69,0.47
1523,9980957,2807,,199,20230907,2023-09-07,10,150.13,0.34
1566,9981000,2355,,9,20220312,2022-03-12,4,639.11,0.29
1568,9981002,2792,,358,20220710,2022-07-10,3,529.61,0.08
1580,9981014,2695,,464,20220412,2022-04-12,8,208.29,0.26
1610,9981044,2904,,138,20220520,2022-05-20,7,638.72,0.4
1651,9981085,3028,444,26,20221128,2022-11-28,3,239.53,0.25
1659,9981093,2314,285,276,20230910,2023-09-10,4,859.16,0.38
1675,9981109,2159,,342,20220706,2022-07-06,3,446.5,0
1681,9981115,2321,,286,20230914,2023-09-14,10,267.48,0.33
1682,9981116,2354,,206,20220327,2022-03-27,1,359.32,0.29
1705,9981139,3027,,90,20230716,2023-07-16,9,311.68,0.1
