customer_id,age,gender,income_bracket,loyalty_program,membership_years,churned,marital_status,number_of_children,education_level
192,30,Male,Medium,No,1,No,Married,1,Master's
206,32,Female,Low,No,7,No,Married,2,High School
208,46,Male,Medium,Yes,8,No,Married,4,PhD
227,61,Male,High,No,0,Yes,Divorced,3,PhD
230,79,Male,Low,No,8,Yes,Married,4,Bachelor's
232,75,Male,Medium,Yes,5,Yes,Divorced,1,Bachelor's
236,56,Male,Low,No,9,Yes,Married,0,High School
249,23,Other,High,Yes,8,Yes,Divorced,1,Master's
255,50,Other,Low,Yes,0,No,Single,4,PhD
26,47,Male,High,No,4,Yes,Single,0,High School
280,66,Other,Low,Yes,7,Yes,Married,1,Bachelor's
292,50,Other,Medium,Yes,0,No,Divorced,2,Master's
311,41,Female,Medium,No,0,No,Single,2,Bachelor's
355,59,Female,High,Yes,4,No,Single,1,PhD
357,24,Other,Medium,Yes,2,No,Single,2,High School
360,43,Male,High,Yes,4,No,Divorced,1,PhD
382,20,Female,Medium,Yes,0,No,Single,4,Master's
383,37,Male,Medium,No,5,No,Divorced,0,PhD
39,44,Male,Medium,No,4,Yes,Divorced,2,High School
41,59,Male,High,No,2,No,Married,2,PhD
416,21,Male,High,Yes,4,Yes,Married,1,Master's
435,63,Other,Medium,Yes,9,No,Single,1,PhD
437,55,Female,High,No,7,No,Single,3,High School
438,55,Male,Medium,Yes,6,Yes,Single,2,Bachelor's
439,62,Other,Medium,No,5,No,Divorced,3,Bachelor's
448,50,Male,Medium,No,1,Yes,Divorced,4,High School
452,22,Male,High,No,5,Yes,Divorced,3,Bachelor's
507,40,Other,Low,Yes,6,Yes,Single,3,High School
53,69,Male,High,Yes,5,No,Married,1,High School
534,57,Other,Low,No,8,No,Married,2,Master's
537,26,Female,Low,Yes,9,Yes,Single,3,Master's
538,56,Other,High,Yes,9,No,Divorced,1,PhD
54,74,Male,Low,No,9,Yes,Divorced,1,Bachelor's
545,69,Male,Low,No,6,Yes,Married,0,High School
547,30,Male,Low,Yes,9,No,Single,4,High School
602,79,Female,Low,Yes,9,No,Married,1,Master's
610,56,Other,Medium,No,5,Yes,Single,2,Bachelor's
655,45,Female,High,Yes,7,Yes,Married,4,Bachelor's
661,41,Female,High,No,10,No,Married,1,High School
663,61,Other,Medium,Yes,7,Yes,Married,1,High School
676,29,Male,High,No,10,No,Single,3,PhD
687,22,Other,High,Yes,1,No,Single,2,Master's
689,46,Female,High,No,9,No,Single,0,PhD
697,39,Female,Low,Yes,9,Yes,Single,1,PhD
699,60,Male,High,Yes,8,Yes,Married,4,PhD
706,42,Male,Medium,No,0,Yes,Married,3,High School
745,78,Male,Medium,Yes,5,No,Divorced,1,Master's
750,29,Male,Low,Yes,8,No,Divorced,0,High School
751,60,Other,Low,No,5,No,Single,0,PhD
770,21,Male,Low,No,10,No,Single,3,Bachelor's
772,38,Female,Medium,No,4,Yes,Single,3,High School
803,68,Male,Low,No,1,Yes,Married,2,Bachelor's
806,38,Other,High,No,5,Yes,Married,1,Bachelor's
810,21,Other,High,Yes,4,No,Married,3,High School
879,67,Other,High,No,7,No,Single,3,Bachelor's
882,75,Female,High,Yes,4,Yes,Divorced,4,Bachelor's
905,53,Male,High,Yes,10,No,Married,2,Bachelor's
917,27,Male,Medium,No,0,No,Single,0,High School
956,20,Other,Low,Yes,7,Yes,Divorced,0,PhD
972,80,Other,Medium,Yes,5,Yes,Single,3,PhD
991,65,Female,High,Yes,3,Yes,Divorced,3,Master's
996,49,Male,Medium,No,2,No,Married,3,PhD
