product_id,product_name,product_brand,product_category,product_rating,product_review_count,product_stock,product_return_rate,product_size,product_weight
4508,Product C,Brand Z,Clothing,4.7,183,43,0.39,Large,1.43
6232,Product B,Brand X,Clothing,4.7,849,3,0.32,Medium,4.82
10160,Product B,Brand Z,Toys,2.7,735,74,0.22,Large,2.36
10179,Product C,Brand Y,Groceries,4.2,790,32,0.2,Large,5.27
10322,Product C,Brand Y,Clothing,4.1,998,48,0.16,Large,0.48
10366,Product A,Brand Z,Electronics,2.2,578,45,0.25,Small,2.19
7605,Product D,Brand Z,Electronics,2.9,225,60,0.01,Small,7.72
9884,Product D,Brand Y,Toys,1.9,48,49,0.27,Medium,4.93
10112,Product A,Brand Y,Groceries,2.5,678,79,0.28,Large,6.3
10223,Product E,Brand X,Furniture,4.7,800,99,0.32,Small,6.4
8715,Product C,Brand X,Toys,4.9,48,10,0.33,Small,2.68
9967,Product B,Brand X,Clothing,2.3,670,54,0.1,Small,7.44
10064,Product D,Brand Z,Groceries,1.1,913,9,0.15,Small,5.03
10233,Product E,Brand Z,Groceries,3.3,690,100,0.44,Small,7.52
1674,Product B,Brand Z,Furniture,4.5,567,18,0.1,Large,4.08
3906,Product D,Brand Y,Groceries,3.2,826,70,0.14,Medium,4.17
10055,Product C,Brand X,Clothing,2.8,146,93,0.39,Medium,8.93
10137,Product C,Brand Y,Clothing,3.9,819,74,0.14,Small,1.88
1688,Product D,Brand Y,Toys,3,39,42,0.46,Medium,7.18
9968,Product B,Brand Z,Groceries,1.9,5,42,0.13,Large,9
10091,Product C,Brand X,Toys,1,20,17,0.45,Small,2.31
10321,Product A,Brand X,Furniture,3.5,555,32,0.38,Large,9.72
3391,Product C,Brand Y,Furniture,1.8,452,17,0.32,Small,7.24
9640,Product A,Brand Z,Groceries,4.3,724,67,0.21,Large,5.16
5258,Product C,Brand Y,Groceries,1.1,605,98,0.24,Large,1.13
10364,Product B,Brand Y,Clothing,3.2,292,90,0.36,Large,1.81
7691,Product B,Brand Z,Toys,4.7,222,50,0.19,Medium,7.34
6289,Product B,Brand X,Furniture,1.3,613,67,0.26,Small,4.76
10115,Product A,Brand Y,Furniture,3,474,57,0.35,Small,8.61
10214,Product C,Brand X,Toys,5,482,38,0.28,Large,7.74
10330,Product A,Brand Y,Furniture,2.8,120,7,0.14,Medium,9.81
7782,Product D,Brand Y,Electronics,3.9,833,93,0.48,Large,9.35
74,Product D,Brand X,Clothing,4.6,502,15,0.4,Small,2.66
7334,Product D,Brand Y,Clothing,1.8,479,88,0.02,Small,1.86
9894,Product B,Brand Z,Electronics,3.4,209,37,0.35,Small,0.97
10021,Product D,Brand Z,Furniture,2.6,25,63,0.39,Small,1.9
10248,Product A,Brand Y,Toys,1.1,178,31,0.32,Small,3.07
6919,Product B,Brand Z,Furniture,1.7,811,85,0.1,Large,1.07
8823,Product A,Brand Z,Groceries,4.8,543,92,0.27,Small,9.84
9273,Product B,Brand X,Toys,2,857,46,0.24,Small,0.9
5265,Product C,Brand Y,Clothing,4.5,609,43,0.11,Medium,2.25
10042,Product C,Brand X,Toys,4.6,312,62,0.1,Small,6.34
10343,Product C,Brand Z,Electronics,2.1,626,87,0.15,Small,3.55
10374,Product B,Brand Z,Groceries,1,554,90,0.32,Large,1.99
10032,Product E,Brand Y,Toys,1.3,898,98,0.38,Small,7.4
4171,Product A,Brand X,Furniture,1.8,334,35,0.16,Medium,4.97
5237,Product D,Brand X,Electronics,4.7,527,35,0.03,Large,7.21
6984,Product B,Brand X,Toys,2.9,351,3,0.24,Medium,0.79
10025,Product C,Brand Y,Clothing,2.2,645,69,0.16,Large,6.24
9913,Product A,Brand X,Clothing,1.9,588,24,0.11,Large,5.13
10097,Product B,Brand X,Clothing,1.2,980,12,0.23,Large,4.88
7781,Product D,Brand Y,Toys,2.7,434,70,0.09,Medium,9.12
3897,Product C,Brand X,Clothing,4,384,5,0.49,Medium,9.92
10135,Product D,Brand X,Clothing,4.7,188,21,0.19,Small,6.35
6025,Product C,Brand X,Clothing,3.8,172,25,0.39,Small,1.68
10034,Product A,Brand X,Clothing,4.9,205,31,0.09,Large,1.74
10118,Product E,Brand X,Groceries,3.1,363,37,0.33,Medium,3.97
10195,Product B,Brand X,Toys,2,948,83,0.12,Medium,1.32
10273,Product E,Brand Z,Toys,1.2,392,14,0.46,Large,4.04
10302,Product A,Brand Z,Electronics,1.9,257,31,0.41,Small,4.65
1067,Product A,Brand X,Electronics,3.5,354,72,0.34,Medium,8.85
6770,Product D,Brand X,Groceries,1.8,237,15,0.06,Large,0.93
10087,Product A,Brand X,Electronics,2.9,333,66,0.43,Medium,0.16
10180,Product D,Brand Y,Toys,2.5,34,63,0.1,Small,4.15
6662,Product C,Brand Z,Electronics,2.9,765,60,0.49,Large,9.4
10227,Product D,Brand X,Clothing,2.5,297,56,0.33,Small,4.08
10280,Product C,Brand Z,Furniture,3.9,85,57,0.15,Small,3.58
4854,Product D,Brand Y,Groceries,4.3,838,13,0.3,Medium,9.59
7229,Product C,Brand X,Furniture,2.6,369,65,0.33,Medium,7.17
9911,Product B,Brand Z,Electronics,3.8,178,59,0.23,Small,6.1
10104,Product B,Brand Z,Clothing,1.4,500,93,0.18,Large,9.77
10377,Product D,Brand X,Groceries,1.4,491,97,0.17,Large,1.01
10415,Product E,Brand X,Electronics,2.9,339,18,0.35,Small,2.55
10078,Product D,Brand X,Electronics,3.2,255,64,0.49,Medium,4.12
10161,Product C,Brand Z,Electronics,2.7,676,15,0.44,Medium,1.94
10173,Product E,Brand Z,Toys,4.8,265,0,0.3,Large,3.52
10239,Product C,Brand Z,Clothing,1.8,795,30,0.38,Large,1.09
8225,Product A,Brand X,Groceries,3.4,422,62,0.48,Small,0.65
1851,Product D,Brand Z,Electronics,2.5,449,69,0.09,Small,7.03
10008,Product E,Brand Z,Furniture,2.6,538,3,0.23,Large,2.38
10215,Product A,Brand Z,Toys,1.2,781,10,0.21,Medium,2.41
1877,Product A,Brand Z,Clothing,3.6,191,46,0.08,Medium,8.03
5335,Product A,Brand Z,Electronics,2.6,610,83,0.49,Large,1.29
10222,Product E,Brand Z,Furniture,2.6,319,73,0.36,Small,8.71
10361,Product C,Brand Y,Toys,3.8,735,10,0.41,Large,6.21
2168,Product A,Brand Z,Clothing,4.1,643,46,0.11,Small,0.12
5166,Product C,Brand Y,Groceries,3.5,630,56,0.35,Large,0.76
9299,Product D,Brand Y,Electronics,1.6,968,15,0.15,Large,8
9870,Product C,Brand X,Furniture,3.4,808,21,0.49,Medium,9.7
9877,Product E,Brand Y,Electronics,4.6,581,65,0.28,Small,9.1
10030,Product B,Brand Z,Toys,2.8,246,39,0.1,Small,2.63
10156,Product A,Brand Y,Clothing,4.2,571,62,0.23,Medium,2.17
10417,Product A,Brand Y,Furniture,1.2,402,20,0.49,Medium,5.16
10056,Product B,Brand X,Furniture,4.3,757,89,0.39,Small,2.99
6664,Product D,Brand X,Clothing,2.4,639,98,0.15,Medium,8.07
8929,Product A,Brand Y,Clothing,3.7,123,67,0.12,Small,6.93
5390,Product B,Brand Z,Electronics,2.5,764,21,0.21,Small,1.99
10127,Product E,Brand X,Groceries,3.8,342,19,0.49,Large,7.99
10399,Product D,Brand Z,Toys,2.8,537,94,0.12,Medium,5.75
3064,Product C,Brand X,Groceries,1.6,193,73,0.36,Large,7.07
9994,Product B,Brand Z,Electronics,1.6,162,62,0.38,Large,6.65
10164,Product D,Brand X,Toys,3.1,823,62,0.13,Small,1.23
10237,Product A,Brand Y,Clothing,4.9,81,88,0.43,Large,0.37
2834,Product D,Brand Y,Clothing,1.6,77,38,0.26,Small,4.7
8382,Product C,Brand Z,Clothing,4.3,492,71,0.01,Medium,0.39
10054,Product D,Brand X,Groceries,1.4,383,77,0.11,Small,2.07
9402,Product A,Brand Y,Furniture,4.7,181,30,0.06,Small,3.08
10285,Product D,Brand X,Groceries,2.6,85,14,0.38,Small,8.95
9862,Product B,Brand X,Groceries,1.7,214,6,0.39,Small,7.73
10010,Product E,Brand Z,Electronics,1.9,622,57,0.03,Large,3.69
10081,Product A,Brand Z,Toys,2.3,372,41,0.14,Medium,7.9
10418,Product E,Brand X,Electronics,3.9,293,77,0.35,Small,9.14
5337,Product C,Brand Z,Furniture,2.8,133,9,0.3,Medium,3.11
9916,Product B,Brand X,Groceries,4.2,428,51,0.36,Medium,2.68
10153,Product D,Brand Y,Furniture,3.2,54,38,0.41,Large,5.33
10395,Product D,Brand Z,Groceries,3.9,180,48,0.26,Small,1.27
5962,Product B,Brand Z,Clothing,4.3,986,73,0.24,Small,5.25
4504,Product B,Brand Z,Toys,4.5,50,26,0.25,Medium,1.56
9893,Product D,Brand Y,Clothing,3,505,47,0.24,Medium,3.62
9974,Product B,Brand Y,Furniture,3.4,142,6,0.2,Medium,3.02
10345,Product D,Brand X,Electronics,4.8,469,48,0.21,Large,4.19
7971,Product A,Brand Z,Electronics,4.3,178,25,0.3,Large,2.52
4295,Product B,Brand X,Groceries,3.1,680,43,0.02,Large,5.91
9963,Product B,Brand Z,Toys,2.5,908,49,0.08,Small,4.39
10166,Product A,Brand X,Clothing,1.9,66,87,0.01,Large,4.02
10194,Product C,Brand Z,Furniture,3.6,292,62,0.36,Small,9.61
5142,Product B,Brand X,Toys,4.6,312,14,0.08,Medium,0.23
9042,Product B,Brand Z,Clothing,3.1,847,63,0.14,Medium,5.51
8961,Product A,Brand Z,Clothing,4,539,51,0.13,Medium,3.96
949,Product B,Brand X,Toys,4.2,90,94,0.4,Large,7.4
9890,Product A,Brand X,Toys,3.5,708,41,0.2,Small,7.07
10208,Product C,Brand X,Groceries,3.2,35,20,0.49,Large,7.56
10324,Product E,Brand X,Toys,2.9,300,3,0.18,Small,8.47
8141,Product C,Brand Z,Clothing,3.2,603,40,0.29,Medium,1.61
578,Product B,Brand Y,Furniture,1.9,276,72,0.03,Medium,9.4
5572,Product A,Brand Z,Toys,2.1,487,25,0.48,Small,9.82
4035,Product B,Brand Y,Groceries,2.8,274,54,0.2,Large,7.27
9980,Product B,Brand Z,Groceries,3.7,798,2,0.21,Small,1.03
10069,Product A,Brand Y,Groceries,1.3,436,45,0.35,Small,8.33
10197,Product E,Brand Z,Furniture,3.9,955,68,0.09,Small,5.8
10276,Product D,Brand Y,Clothing,2.8,314,44,0.33,Small,3.4
3445,Product A,Brand Y,Furniture,2.4,585,17,0.43,Medium,2.81
3032,Product D,Brand X,Clothing,5,742,13,0.48,Small,6.59
826,Product B,Brand X,Toys,2.1,977,20,0.14,Small,5.24
9895,Product D,Brand Z,Furniture,4.9,887,22,0.27,Large,2.44
8418,Product D,Brand Y,Electronics,1.7,210,33,0.16,Small,9.52
10018,Product C,Brand Y,Furniture,2.4,181,77,0.17,Small,0.89
10084,Product A,Brand Z,Toys,1.1,650,7,0.27,Small,6.8
10256,Product B,Brand Y,Furniture,2.6,467,1,0.25,Large,9.47
8534,Product B,Brand X,Toys,2.1,541,5,0.12,Medium,0.8
9062,Product A,Brand X,Electronics,2.5,319,10,0.42,Medium,8.62
196,Product D,Brand Z,Toys,4.9,901,5,0.13,Medium,5.89
10040,Product C,Brand Z,Clothing,2.7,392,15,0.44,Medium,5.91
10226,Product D,Brand Z,Clothing,4.3,997,64,0.04,Large,4.71
10375,Product D,Brand X,Groceries,4.8,985,98,0.46,Medium,5.43
6878,Product A,Brand Y,Furniture,2,912,57,0.31,Large,0.11
10089,Product D,Brand Z,Groceries,3.3,619,54,0.07,Medium,1.96
3697,Product B,Brand Z,Groceries,4.9,903,72,0.42,Medium,9.65
7148,Product C,Brand Y,Toys,3.8,250,81,0.45,Small,4.67
10142,Product B,Brand Z,Groceries,4.3,706,23,0.41,Medium,9.41
6892,Product A,Brand X,Groceries,4.3,623,80,0.3,Small,2.37
1562,Product B,Brand X,Toys,3.1,981,91,0.12,Large,1.96
4186,Product C,Brand Z,Clothing,4.7,359,48,0.15,Small,9.77
6825,Product B,Brand Y,Furniture,4.8,128,17,0.27,Large,5.51
6072,Product C,Brand Z,Toys,2,464,53,0.38,Medium,6.99
3277,Product C,Brand Y,Groceries,2.9,299,65,0.22,Small,6.11
9898,Product A,Brand Z,Toys,4.2,570,67,0.22,Medium,4.62
10072,Product C,Brand Z,Toys,3.1,307,27,0.43,Medium,8.2
568,Product C,Brand Y,Clothing,4.2,141,47,0.36,Large,7.57
10260,Product A,Brand X,Groceries,3.2,359,1,0.3,Small,5.93
7414,Product C,Brand Y,Groceries,3.5,327,6,0.11,Small,4.4
5413,Product D,Brand X,Toys,1.5,558,25,0.1,Medium,7.82
8848,Product D,Brand Z,Clothing,4.7,262,74,0.03,Small,9.37
10249,Product A,Brand Y,Furniture,1,847,58,0.41,Medium,4.76
3338,Product A,Brand Y,Electronics,1.4,385,84,0.06,Large,4.75
3286,Product B,Brand Z,Electronics,1.8,510,89,0.38,Medium,2.86
8710,Product C,Brand X,Toys,1.4,230,48,0.05,Medium,8.33
9976,Product C,Brand X,Groceries,3.1,387,55,0.5,Medium,2.54
10061,Product D,Brand X,Groceries,2.6,352,78,0.32,Medium,7.41
10131,Product C,Brand X,Toys,1.3,631,31,0.34,Small,6.2
1928,Product D,Brand X,Groceries,4.1,203,44,0.35,Small,1.68
29,Product A,Brand X,Clothing,3,853,29,0.21,Large,4.25
10300,Product E,Brand Z,Furniture,4.8,752,1,0.13,Large,2.76
10331,Product C,Brand Y,Toys,3.7,338,72,0.12,Medium,4.48
8443,Product B,Brand Y,Clothing,2.6,341,97,0.33,Large,9.04
8767,Product D,Brand Y,Clothing,3.4,438,51,0.17,Medium,1.89
2551,Product D,Brand Y,Toys,1.7,957,75,0.34,Small,1.97
9930,Product E,Brand Z,Clothing,4.5,371,46,0.33,Small,7.92
9983,Product A,Brand Z,Groceries,3.4,47,21,0.09,Large,9.23
10003,Product D,Brand Y,Clothing,4.9,701,99,0.31,Small,3.33
10154,Product B,Brand X,Electronics,2.2,481,43,0.42,Large,4.66
7077,Product A,Brand Z,Groceries,3.3,502,84,0.2,Small,9.95
140,Product C,Brand Z,Toys,1.5,956,0,0.18,Large,1
10094,Product C,Brand X,Toys,2.4,801,7,0.5,Large,1
10168,Product A,Brand Z,Furniture,4.6,821,96,0.01,Large,2.47
10329,Product A,Brand X,Electronics,2.7,712,39,0.26,Small,2.34
10409,Product A,Brand X,Electronics,1.2,514,48,0.03,Large,3.73
5392,Product D,Brand Y,Clothing,3.3,928,78,0.43,Small,8.09
1201,Product A,Brand X,Clothing,1.2,890,90,0.01,Medium,0.56
5823,Product D,Brand X,Groceries,4.3,689,79,0.08,Medium,6.53
10318,Product D,Brand Y,Toys,1.8,599,68,0.24,Large,5.95
8087,Product B,Brand Z,Groceries,1.5,928,95,0.38,Small,4.46
3066,Product C,Brand X,Toys,4.8,435,21,0.11,Medium,5.33
3402,Product C,Brand X,Furniture,1.9,493,14,0.34,Medium,6.69
4609,Product C,Brand Y,Furniture,4.1,189,86,0.46,Medium,1.79
668,Product C,Brand X,Clothing,2.7,704,67,0.3,Large,4.37
1095,Product A,Brand X,Toys,2.5,909,18,0.06,Large,2.99
8348,Product B,Brand Z,Toys,4.3,253,54,0.02,Medium,9.4
8528,Product D,Brand X,Clothing,4.1,895,64,0.2,Medium,5.87
9942,Product B,Brand Y,Toys,2.1,585,100,0.13,Large,2.58
6616,Product A,Brand Z,Furniture,3.4,344,14,0.3,Medium,2.02
1141,Product C,Brand Y,Electronics,1.8,819,72,0.04,Small,2.01
10057,Product A,Brand X,Furniture,4.5,18,34,0.45,Large,8.07
10190,Product C,Brand X,Furniture,1.2,432,78,0.08,Small,6.49
10059,Product C,Brand Y,Clothing,4.6,149,23,0.17,Large,6.75
10092,Product C,Brand Z,Groceries,2.7,116,20,0.38,Small,6.55
10293,Product B,Brand X,Furniture,4.1,993,26,0.19,Small,5.39
10308,Product B,Brand Z,Electronics,4.2,168,20,0.08,Large,5.76
8010,Product C,Brand X,Electronics,4.5,523,91,0.33,Large,2.13
4685,Product C,Brand Y,Groceries,1,970,38,0,Small,2.07
484,Product A,Brand Y,Groceries,2.3,208,61,0.15,Large,1.31
9925,Product B,Brand Y,Toys,2.2,755,35,0.01,Small,2.41
1251,Product C,Brand X,Electronics,2.4,870,12,0.08,Small,3.12
10310,Product C,Brand Y,Toys,4.1,795,88,0.1,Small,3.9
2416,Product B,Brand Y,Electronics,3.8,951,92,0.34,Large,4.3
10258,Product C,Brand X,Electronics,3.4,271,63,0.18,Large,6.62
1992,Product A,Brand X,Groceries,4.3,932,77,0.08,Small,7.53
5173,Product B,Brand X,Toys,3,533,17,0.22,Small,0.98
4404,Product B,Brand Z,Electronics,1.5,528,4,0.25,Medium,6.79
7351,Product B,Brand Z,Furniture,4,418,25,0.2,Medium,0.4
10406,Product D,Brand X,Clothing,1.9,563,46,0.33,Small,9.55
6986,Product B,Brand X,Electronics,1.4,88,15,0.3,Medium,3.07
4642,Product C,Brand Y,Clothing,2.9,992,81,0.17,Large,6.75
3695,Product C,Brand Y,Electronics,3.2,827,12,0.17,Large,2.51
10038,Product E,Brand Z,Furniture,1.7,161,72,0.39,Small,7.83
10048,Product B,Brand Y,Groceries,3.3,900,55,0.13,Small,4.34
10403,Product B,Brand Y,Furniture,1.6,476,89,0.34,Medium,0.6
10101,Product A,Brand X,Electronics,3.8,618,94,0.31,Large,5.12
10171,Product D,Brand X,Clothing,4.9,935,52,0.11,Small,9.89
5306,Product B,Brand Y,Groceries,1.9,849,0,0.13,Large,4.04
10269,Product C,Brand Z,Electronics,3.4,695,76,0.32,Large,4.33
7739,Product A,Brand X,Clothing,3.6,356,61,0.03,Large,8.38
6216,Product D,Brand X,Furniture,1.8,720,33,0.49,Medium,2.06
280,Product C,Brand Z,Furniture,3.1,110,83,0.36,Small,1.65
10419,Product B,Brand Y,Toys,4.7,985,90,0.12,Small,9.53
1804,Product B,Brand Y,Furniture,3.8,303,22,0.44,Small,8.99
1149,Product D,Brand Y,Clothing,1.6,704,43,0.05,Medium,1.49
5855,Product A,Brand Y,Toys,3,745,85,0.11,Medium,3.27
10122,Product A,Brand Z,Groceries,2.9,774,1,0.04,Medium,5.36
10340,Product D,Brand X,Furniture,2.4,583,2,0.07,Large,7.75
6068,Product B,Brand Z,Electronics,1.2,895,16,0.43,Small,4.93
9906,Product C,Brand Z,Electronics,2.2,479,81,0.16,Small,2.86
9962,Product C,Brand Y,Groceries,4.1,575,22,0.32,Large,5.01
9966,Product C,Brand Y,Groceries,2.5,578,66,0.09,Large,6.77
8507,Product A,Brand X,Furniture,1,330,2,0.22,Medium,6.75
8618,Product C,Brand X,Electronics,1.7,823,59,0.2,Large,7.19
10187,Product C,Brand Y,Furniture,2.6,152,40,0.43,Medium,0.42
8901,Product D,Brand Z,Toys,2.9,551,45,0.36,Small,1.97
9881,Product D,Brand X,Electronics,4.8,55,98,0.48,Medium,3.14
10144,Product A,Brand Y,Furniture,1.5,22,32,0.44,Small,1.2
10306,Product B,Brand Z,Electronics,3.3,670,36,0.21,Small,7.41
3009,Product C,Brand Z,Groceries,1.6,939,28,0.23,Small,0.76
991,Product B,Brand X,Clothing,1.8,879,79,0.44,Small,6.85
4039,Product C,Brand X,Groceries,4.4,401,34,0.08,Small,8.43
9875,Product A,Brand Y,Furniture,4,843,59,0.47,Large,7.66
10027,Product A,Brand Y,Clothing,3.1,416,2,0.39,Large,4.46
687,Product C,Brand X,Electronics,2.2,465,3,0.33,Large,4.43
4457,Product B,Brand Y,Groceries,1.1,892,96,0.31,Small,5.13
9891,Product D,Brand Z,Clothing,3.1,923,92,0.2,Large,5.52
10152,Product D,Brand X,Clothing,2.1,475,76,0.46,Large,4.97
10163,Product B,Brand X,Furniture,4.9,550,2,0.01,Small,7.58
1819,Product A,Brand X,Groceries,4.5,321,65,0.16,Medium,2.73
5360,Product A,Brand X,Toys,4,925,66,0.09,Small,3.76
9896,Product B,Brand Y,Toys,3.6,398,73,0.15,Small,4.89
10099,Product C,Brand Z,Electronics,2.2,371,49,0.31,Large,3.82
10407,Product A,Brand X,Electronics,2.8,358,36,0.26,Large,8.49
7392,Product D,Brand X,Toys,1.3,13,5,0.5,Small,2.26
1621,Product B,Brand Y,Clothing,2.2,934,38,0.42,Medium,1.83
10157,Product D,Brand X,Toys,4.7,212,100,0.22,Small,2.38
