date_sk,full_date,year,quarter,month,month_name,week_of_year,day,day_of_week,day_name
20210508,2021-05-08,2021,2,5,May,18,8,7,Saturday
20200624,2020-06-24,2020,2,6,June,26,24,4,Wednesday
20200306,2020-03-06,2020,1,3,March,10,6,6,Friday
20200117,2020-01-17,2020,1,1,January,3,17,6,Friday
20221227,2022-12-27,2022,4,12,December,52,27,3,Tuesday
20200104,2020-01-04,2020,1,1,January,1,4,7,Saturday
20220118,2022-01-18,2022,1,1,January,3,18,3,Tuesday
20201002,2020-10-02,2020,4,10,October,40,2,6,Friday
20201006,2020-10-06,2020,4,10,October,41,6,3,Tuesday
20210826,2021-08-26,2021,3,8,August,34,26,5,Thursday
20210104,2021-01-04,2021,1,1,January,1,4,2,Monday
20220301,2022-03-01,2022,1,3,March,9,1,3,Tuesday
20220215,2022-02-15,2022,1,2,February,7,15,3,Tuesday
20200905,2020-09-05,2020,3,9,September,36,5,7,Saturday
20200729,2020-07-29,2020,3,7,July,31,29,4,Wednesday
20201113,2020-11-13,2020,4,11,November,46,13,6,Friday
20210217,2021-02-17,2021,1,2,February,7,17,4,Wednesday
20231110,2023-11-10,2023,4,11,November,45,10,6,Friday
20200813,2020-08-13,2020,3,8,August,33,13,5,Thursday
20220508,2022-05-08,2022,2,5,May,18,8,1,Sunday
20220111,2022-01-11,2022,1,1,January,2,11,3,Tuesday
20220326,2022-03-26,2022,1,3,March,12,26,7,Saturday
20220104,2022-01-04,2022,1,1,January,1,4,3,Tuesday
20230218,2023-02-18,2023,1,2,February,7,18,7,Saturday
20230119,2023-01-19,2023,1,1,January,3,19,5,Thursday
20230915,2023-09-15,2023,3,9,September,37,15,6,Friday
20220125,2022-01-25,2022,1,1,January,4,25,3,Tuesday
20220812,2022-08-12,2022,3,8,August,32,12,6,Friday
20230726,2023-07-26,2023,3,7,July,30,26,4,Wednesday
20220124,2022-01-24,2022,1,1,January,4,24,2,Monday
20230909,2023-09-09,2023,3,9,September,36,9,7,Saturday
20220514,2022-05-14,2022,2,5,May,19,14,7,Saturday
20220704,2022-07-04,2022,3,7,July,27,4,2,Monday
20220908,2022-09-08,2022,3,9,September,36,8,5,Thursday
20220312,2022-03-12,2022,1,3,March,10,12,7,Saturday
20220821,2022-08-21,2022,3,8,August,33,21,1,Sunday
20231010,2023-10-10,2023,4,10,October,41,10,3,Tuesday
20230405,2023-04-05,2023,2,4,April,14,5,4,Wednesday
20221113,2022-11-13,2022,4,11,November,45,13,1,Sunday
20220220,2022-02-20,2022,1,2,February,7,20,1,Sunday
20230302,2023-03-02,2023,1,3,March,9,2,5,Thursday
20230619,2023-06-19,2023,2,6,June,25,19,2,Monday
20220410,2022-04-10,2022,2,4,April,14,10,1,Sunday
20230313,2023-03-13,2023,1,3,March,11,13,2,Monday
20220406,2022-04-06,2022,2,4,April,14,6,4,Wednesday
20200518,2020-05-18,2020,2,5,May,21,18,2,Monday
20200720,2020-07-20,2020,3,7,July,30,20,2,Monday
20210121,2021-01-21,2021,1,1,January,3,21,5,Thursday
20201228,2020-12-28,2020,4,12,December,53,28,2,Monday
20211108,2021-11-08,2021,4,11,November,45,8,2,Monday
20210430,2021-04-30,2021,2,4,April,17,30,6,Friday
20200122,2020-01-22,2020,1,1,January,4,22,4,Wednesday
20210525,2021-05-25,2021,2,5,May,21,25,3,Tuesday
20220116,2022-01-16,2022,1,1,January,2,16,1,Sunday
20231119,2023-11-19,2023,4,11,November,46,19,1,Sunday
20200524,2020-05-24,2020,2,5,May,21,24,1,Sunday
20210309,2021-03-09,2021,1,3,March,10,9,3,Tuesday
20230808,2023-08-08,2023,3,8,August,32,8,3,Tuesday
20200819,2020-08-19,2020,3,8,August,34,19,4,Wednesday
20221202,2022-12-02,2022,4,12,December,48,2,6,Friday
20230129,2023-01-29,2023,1,1,January,4,29,1,Sunday
20220428,2022-04-28,2022,2,4,April,17,28,5,Thursday
20200607,2020-06-07,2020,2,6,June,23,7,1,Sunday
20210905,2021-09-05,2021,3,9,September,35,5,1,Sunday
20220509,2022-05-09,2022,2,5,May,19,9,2,Monday
20210109,2021-01-09,2021,1,1,January,1,9,7,Saturday
20230205,2023-02-05,2023,1,2,February,5,5,1,Sunday
20210903,2021-09-03,2021,3,9,September,35,3,6,Friday
20230111,2023-01-11,2023,1,1,January,2,11,4,Wednesday
20210606,2021-06-06,2021,2,6,June,22,6,1,Sunday
20200411,2020-04-11,2020,2,4,April,15,11,7,Saturday
20230927,2023-09-27,2023,3,9,September,39,27,4,Wednesday
20230329,2023-03-29,2023,1,3,March,13,29,4,Wednesday
20230616,2023-06-16,2023,2,6,June,24,16,6,Friday
20210917,2021-09-17,2021,3,9,September,37,17,6,Friday
20200119,2020-01-19,2020,1,1,January,3,19,1,Sunday
20230918,2023-09-18,2023,3,9,September,38,18,2,Monday
20220206,2022-02-06,2022,1,2,February,5,6,1,Sunday
20221013,2022-10-13,2022,4,10,October,41,13,5,Thursday
20210412,2021-04-12,2021,2,4,April,15,12,2,Monday
20200222,2020-02-22,2020,1,2,February,8,22,7,Saturday
20220604,2022-06-04,2022,2,6,June,22,4,7,Saturday
20231125,2023-11-25,2023,4,11,November,47,25,7,Saturday
20220805,2022-08-05,2022,3,8,August,31,5,6,Friday
20221022,2022-10-22,2022,4,10,October,42,22,7,Saturday
20230923,2023-09-23,2023,3,9,September,38,23,7,Saturday
20220913,2022-09-13,2022,3,9,September,37,13,3,Tuesday
20231230,2023-12-30,2023,4,12,December,52,30,7,Saturday
20231115,2023-11-15,2023,4,11,November,46,15,4,Wednesday
20221210,2022-12-10,2022,4,12,December,49,10,7,Saturday
20220825,2022-08-25,2022,3,8,August,34,25,5,Thursday
20230323,2023-03-23,2023,1,3,March,12,23,5,Thursday
20220620,2022-06-20,2022,2,6,June,25,20,2,Monday
20220115,2022-01-15,2022,1,1,January,2,15,7,Saturday
20231215,2023-12-15,2023,4,12,December,50,15,6,Friday
20230213,2023-02-13,2023,1,2,February,7,13,2,Monday
20230921,2023-09-21,2023,3,9,September,38,21,5,Thursday
20230829,2023-08-29,2023,3,8,August,35,29,3,Tuesday
